"inspection_id","dba_name","aka_name","license_","facility_type","risk","address","city","state","zip","inspection_date","inspection_type","results","latitude","longitude"
"67784","SURF & TURF WHERE SEAFOOD & STEAK MEET, INC.","SURF & TURF WHERE SEAFOOD & STEAK MEET, INC.","1869406","Restaurant","Risk 1 (High)","13205 S MUSKEGON AVE ","CHICAGO","IL","60633","2010-01-06T00:00:00.000","Out of Business","Fail","41.65535108240333","-87.55428020662902"
"68253","AVY'S PIZZA","AVY'S PIZZA","2013312","Restaurant","Risk 2 (Medium)","9917 S EWING AVE ","CHICAGO","IL","60617","2010-01-06T00:00:00.000","License","Fail","41.71524399093076","-87.53513029319586"
"68254","Eastside Soccer Dome, Inc.",,"2009231","Restaurant","Risk 2 (Medium)","11919 S Avenue O AVE FL ","CHICAGO","IL","60617","2010-01-06T00:00:00.000","License","Fail","41.67851714188012","-87.53989365304756"
"70274","CIBO EXPRESS GOURMET MARKET #2","CIBO EXPRESS GOURMET MARKET #2 T2 Vendor Checkpoin","1899202","Grocery Store","Risk 3 (Low)","11601 W TOUHY AVE ","CHICAGO","IL","60666","2010-01-06T00:00:00.000","Canvass","Pass","42.00875076599798","-87.90687413400109"
"70275","THE GREAT AMERICAN BAGEL","THE GREAT AMERICAN BAGEL","1488510","Restaurant","Risk 1 (High)","11601 W TOUHY AVE ","CHICAGO","IL","60666","2010-01-06T00:00:00.000","Out of Business","Pass","42.00875076599798","-87.90687413400109"
"70276","THE GREAT AMERICAN BAGEL","THE GREAT AMERICAN BAGEL (T3-H10)","1879164","Restaurant","Risk 1 (High)","11601 W TOUHY AVE ","CHICAGO","IL","60666","2010-01-06T00:00:00.000","Canvass Re-Inspection","Pass","42.00875076599798","-87.90687413400109"
"74259","OBAMA FOOD MART",,"2004238","Grocery Store","Risk 3 (Low)","1800 E 79TH ST BLDG ","CHICAGO","IL","60649","2010-01-06T00:00:00.000","License","Fail","41.75165523778611","-87.58082842408824"
"74260","CHURCH'S CHICKEN # 478","CHURCH'S CHICKEN # 478","1273259","Restaurant","Risk 2 (Medium)","101 E 35TH ST ","CHICAGO","IL","60616","2010-01-06T00:00:00.000","Short Form Complaint","Pass","41.830934920212684","-87.6231801583482"
"74261","CHICAGO STEAKHOUSE","CHICAGO STEAKHOUSE","1954381","Restaurant","Risk 2 (Medium)","219 E 47TH ST ","CHICAGO","IL","60653","2010-01-06T00:00:00.000","Complaint","Fail","41.809213860173834","-87.62030817634384"
"78241","McDONALDS","McDONALDS","1519152","Restaurant","Risk 2 (Medium)","6355 S DR MARTIN LUTHER KING JR DR ","CHICAGO","IL","60637","2010-01-06T00:00:00.000","Complaint","Pass","41.77859718342359","-87.61544138794639"
"78242","FRESH PANTRY","FRESH PANTRY","1892593","Grocery Store","Risk 2 (Medium)","7337 S SOUTH SHORE DR ","CHICAGO","IL","60649","2010-01-06T00:00:00.000","Complaint","Pass","41.76323502386814","-87.55961668246357"
"78243","69th Grocery Store","69TH GROCERY STORE","2009322","Grocery Store","Risk 3 (Low)","331 E 69th ST ","CHICAGO","IL","60637","2010-01-06T00:00:00.000","License","Fail","41.76919446316037","-87.61723833780505"
"80209","TACO CHINO","TACO CHINO","2013478","Restaurant","Risk 1 (High)","4712 N KIMBALL AVE ","CHICAGO","IL","60625","2010-01-06T00:00:00.000","License","Fail","41.967009871578234","-87.71346842185804"
"80210","S L PANTRY & GRILL",,"2013420","Grocery Store","Risk 1 (High)","4759 N SHERIDAN RD ","CHICAGO","IL","60640","2010-01-06T00:00:00.000","License Re-Inspection","Pass","41.969046674717234","-87.65467405897606"
"88206","elinas cafe",,"2009277","Restaurant","Risk 2 (Medium)","2617 W lawrence AVE ","CHICAGO","IL","60625","2010-01-06T00:00:00.000","License","Fail","41.96845517230248","-87.6945351971874"
"96247","MCDONALD'S #11290","MCDONALD'S #11290","33144","Restaurant","Risk 2 (Medium)","7601 S CICERO AVE ","CHICAGO","IL","60652","2010-01-06T00:00:00.000","Short Form Complaint","Pass","41.75466012439374","-87.74138475860521"
"96248","WAYNE MOY CHOP SUEY","WAYNE MOY CHOP SUEY","1302162","Restaurant","Risk 1 (High)","6101 W 63RD ST ","CHICAGO","IL","60638","2010-01-06T00:00:00.000","Canvass","Pass","41.77770550864039","-87.77399488381793"
"96249","PEPE'S RESTAURANT","PEPE'S RESTAURANT","7056","Restaurant","Risk 1 (High)","7026 W ARCHER AVE ","CHICAGO","IL","60638","2010-01-06T00:00:00.000","Canvass","Pass","41.792139959458716","-87.79766862419076"
"98317","BREW & GROW","BREW & GROW","2013682","Grocery Store","Risk 3 (Low)","3625-3629 N KEDZIE AVE ","CHICAGO","IL","60618","2010-01-06T00:00:00.000","Consultation","Fail","41.94740242077963","-87.70769513166378"
"98318","LA BRASA ROJA, INC.","LA BRASA ROJA","1964400","Restaurant","Risk 1 (High)","3123-25 W MONTROSE AVE ","CHICAGO","IL","60618","2010-01-06T00:00:00.000","Canvass","Pass","41.96108570532885","-87.70672617357464"
"98319","THE  SPICE","THE SPICE","1991580","Restaurant","Risk 1 (High)","2886 N MILWAUKEE AVE ","CHICAGO","IL","60618","2010-01-06T00:00:00.000","Complaint Re-Inspection","Pass","41.93370712206539","-87.71523952905538"
"98320","GIORDANO'S OF LOGAN SQUARE","GIORDANO'S OF LOGAN SQUARE","1304898","Restaurant","Risk 1 (High)","2855 N MILWAUKEE AVE ","CHICAGO","IL","60618","2010-01-06T00:00:00.000","Canvass","Pass","41.93318009175959","-87.71391322289217"
"98325","BRISKU BISTRO","BRISKU BISTRO","1195175",,"Risk 3 (Low)","4100-4102 N KEDZIE AVE ","CHICAGO","IL","60618","2010-01-06T00:00:00.000","Canvass","Fail","41.95577996787758","-87.70821671213817"
"98326","BRICK HOUSE BAR AND GRILL","BRICK HOUSE BAR AND GRILL","1969907","Restaurant","Risk 1 (High)","3152-3154 W IRVING PARK RD ","CHICAGO","IL","60618","2010-01-06T00:00:00.000","Canvass","Pass","41.95403155441393","-87.70771986355506"
"104237","MARY'S CAFE","MARY'S CAFE","61130","Restaurant","Risk 1 (High)","215 E GRAND AVE ","CHICAGO","IL","60611","2010-01-06T00:00:00.000","Canvass","Pass","41.89166171661816","-87.62204473809204"
"104238","COCO PAZZO CAFE","COCO PAZZO CAFE","1446691","Restaurant","Risk 1 (High)","636 N ST CLAIR ST ","CHICAGO","IL","60611","2010-01-06T00:00:00.000","Complaint","Pass","41.893613918700275","-87.62287233192205"
"104239","VOLARE","VOLARE","57820","Restaurant","Risk 1 (High)","201 E GRAND AVE ","CHICAGO","IL","60611","2010-01-06T00:00:00.000","Canvass","Pass","41.89165221441017","-87.62260381408842"
"114258","ROCK BOTTOM RESTAURANT & BREWERY - RB GRILLE","ROCK BOTTOM BREWERY-RB GRILLE","40422","Restaurant","Risk 1 (High)","1 W GRAND AVE ","CHICAGO","IL","60654","2010-01-06T00:00:00.000","Canvass","Pass","41.8915590423211","-87.62813937546481"
"114259","Chipotle Mexican Grill","Chipotle Mexican Grill","1355797","Restaurant","Risk 1 (High)","6 W GRAND AVE","CHICAGO","IL","60610","2010-01-06T00:00:00.000","Canvass","Pass","41.89177250534944","-87.62831667712605"
"118299","HALSTED FOODS","HALSTED FOODS","1842450","Grocery Store","Risk 2 (Medium)","3418 S HALSTED ST ","CHICAGO","IL","60608","2010-01-06T00:00:00.000","Short Form Complaint","Fail","41.83214360513917","-87.64628396417302"
"118300","SEVEN TREASURES","SEVEN TREASURES","6231","Restaurant","Risk 1 (High)","2312 S WENTWORTH AVE ","CHICAGO","IL","60616","2010-01-06T00:00:00.000","Complaint","Fail","41.850556411576726","-87.63211141670075"
"120273","QuiteFrankly,Ltd.","UPS Cafeteria","0","Restaurant","Risk 1 (High)","1400 S JEFFERSON ST ","CHICAGO","IL","60607","2010-01-06T00:00:00.000","Canvass","Pass","41.86350135244771","-87.64220950077579"
"120274","KARYN'S ON GREEN","KARYN'S ON GREEN","1998769","Restaurant","Risk 1 (High)","130 S GREEN ST ","CHICAGO","IL","60607","2010-01-06T00:00:00.000","License Re-Inspection","Pass","41.87950076686327","-87.64860811802541"
"120275","KARYN'S ON GREEN","KARYN'S ON GREEN","1998771","Restaurant","Risk 3 (Low)","130 S GREEN ST ","CHICAGO","IL","60607","2010-01-06T00:00:00.000","License Re-Inspection","Pass","41.87950076686327","-87.64860811802541"
"120276","BUTTER","BUTTER","1193256",,"Risk 3 (Low)","130 S GREEN ST ","CHICAGO","IL","60607","2010-01-06T00:00:00.000","Out of Business","Pass","41.87950076686327","-87.64860811802541"
"120277","POLK STREET CO.","POLK STREET CO.","29507","Restaurant","Risk 1 (High)","548 W POLK ST ","CHICAGO","IL","60607","2010-01-06T00:00:00.000","Canvass","Fail","41.87211261426958","-87.64130525460628"
"134240","ARMITAGE PRODUCE INC","ARMITAGE PRODUCE","1771323","Grocery Store","Risk 1 (High)","2007 N KIMBALL AVE ","CHICAGO","IL","60647","2010-01-06T00:00:00.000","Complaint Re-Inspection","Pass","41.91756241889966","-87.7117551086784"
"134244","Congress Pizza","Congress Pizza & Pasta","1980017","Restaurant","Risk 1 (High)","2033 N Milwaukee AVE ","CHICAGO","IL","60647","2010-01-06T00:00:00.000","Short Form Complaint","Pass","41.91826595568358","-87.68952838043421"
"134245","PANNENKOEKEN  CAFE2","PANNENKOEKEN CAFE","1823664","Restaurant","Risk 1 (High)","2257 W NORTH AVE ","CHICAGO","IL","60647","2010-01-06T00:00:00.000","Out of Business","Pass","41.91024956670776","-87.68463448701652"
"134246","PANNENKOEKEN  CAFE2","PANNENKOEKEN CAFE","1986032","Restaurant","Risk 1 (High)","2257 W NORTH AVE ","CHICAGO","IL","60647","2010-01-06T00:00:00.000","Complaint","Pass","41.91024956670776","-87.68463448701652"
"154220","DUNKIN DONUTS","DUNKIN DONUTS","31590","Restaurant","Risk 2 (Medium)","1927 W FULLERTON AVE ","CHICAGO","IL","60614","2010-01-06T00:00:00.000","Canvass","Pass","41.92492895215087","-87.67691267667713"
"154221","SUBWAY SANDWICHES AND SALADS","SUBWAY","2013762","Restaurant","Risk 2 (Medium)","1513 W fullerton AVE ","CHICAGO","IL","60614","2010-01-06T00:00:00.000","License","Fail","41.92506665893317","-87.66633415361996"
"154222","GAMEKEEPERS","GAMEKEEPERS","40718","Restaurant","Risk 1 (High)","345 W ARMITAGE AVE ","CHICAGO","IL","60614","2010-01-06T00:00:00.000","Consultation","Pass","41.918220945312974","-87.63825244587586"
"158245","CHINA WOK","CHINA WOK","2013324","Restaurant","Risk 1 (High)","1958 W 35TH ST ","CHICAGO","IL","60609","2010-01-06T00:00:00.000","License","Fail","41.83050041795062","-87.67522140471041"
"158246","LAS TRES CAMPANITAS","LAS TRES CAMPANITAS","2013269","Restaurant","Risk 2 (Medium)","2130 W CERMAK RD ","CHICAGO","IL","60608","2010-01-06T00:00:00.000","License","Fail","41.852227298970654","-87.67955938478464"
"160211","TERRY'S","TERRY'S","3743","Restaurant","Risk 1 (High)","1554 N LARRABEE ST ","CHICAGO","IL","60610","2010-01-06T00:00:00.000","Short Form Complaint","Pass w/ Conditions","41.9108655267498","-87.64357278832328"
"160212","MR. GYROS INC","MR. GYROS INC","1619550","Restaurant","Risk 1 (High)","107 W DIVISION ST ","CHICAGO","IL","60610","2010-01-06T00:00:00.000","Short Form Complaint","Fail","41.90378484203853","-87.63179996351542"
"193206","HAROLD'S CHICKEN SHACK","HAROLD'S CHICKEN SHACK","7578","Restaurant","Risk 2 (Medium)","8316 S ASHLAND AVE ","CHICAGO","IL","60620","2010-01-06T00:00:00.000","Canvass","Pass","41.74253050214449","-87.6633867265906"
"54217","BARNEY'S PIZZA","BARNEY'S PIZZA","1742764","Restaurant","Risk 1 (High)","5648 W CHICAGO AVE ","CHICAGO","IL","60651","2010-01-07T00:00:00.000","Complaint","Fail","41.89493600584935","-87.767324234848"
"54218","HAPPY DOG AVENUE","HAPPY DOG AVENUE","1819281","Restaurant","Risk 1 (High)","5614 W CHICAGO AVE ","CHICAGO","IL","60651","2010-01-07T00:00:00.000","Canvass","Pass","41.89495335826808","-87.76606262592395"
"58232","THE DINING ROOM AT KENDALL NFP","THE DINING ROOM","1963511","Restaurant","Risk 1 (High)","900 N NORTH BRANCH ST ","Chicago","IL","60642","2010-01-07T00:00:00.000","Canvass","Pass","41.89896533484934","-87.64809026360946"
"58235","THE DINING ROOM AT KENDALL NFP","THE DINING ROOM","1979756","Restaurant","Risk 1 (High)","900 N NORTH BRANCH ST ","Chicago","IL","60642","2010-01-07T00:00:00.000","Canvass","Pass","41.89896533484934","-87.64809026360946"
"58236","THE DINING ROOM AT KENDALL NFP","THE DINING ROOM","1979756","Restaurant","Risk 1 (High)","900 N NORTH BRANCH ST ","Chicago","IL","60642","2010-01-07T00:00:00.000","Canvass","Pass","41.89896533484934","-87.64809026360946"
"58237","THE DINING ROOM AT KENDALL NFP","THE DINING ROOM","1963512","Restaurant","Risk 1 (High)","900 N NORTH BRANCH ST ","Chicago","IL","60642","2010-01-07T00:00:00.000","Canvass","Pass","41.89896533484934","-87.64809026360946"
"60249","HEFFERAN ELEMENTARY","HEFFERAN ELEMENTARY","1878441","School","Risk 1 (High)","4409 W Wilcox ST ","CHICAGO","IL","60624","2010-01-07T00:00:00.000","Consultation","Pass","41.87863684997283","-87.73583686822396"
"60250","KIDDY KARE PRE SCHOOL INC","KIDDY KARE PRE SCHOOL INC","2013591","Children's Services Facility","Risk 1 (High)","4401 S KEDZIE AVE ","CHICAGO","IL","60632","2010-01-07T00:00:00.000","License-Task Force","Fail","41.81349085436627","-87.70403979329342"
"67785","MARATHON","MARATHON","2009293","Restaurant","Risk 2 (Medium)","2800 W 63RD ST ","CHICAGO","IL","60629","2010-01-07T00:00:00.000","License Re-Inspection","Pass","41.77922453238674","-87.69345644103268"
"67786","GAS ON CALIFORNIA","GAS ON CALIFORNIA","1621557",,"Risk 3 (Low)","2800 W 63RD ST ","CHICAGO","IL","60629","2010-01-07T00:00:00.000","Out of Business","Fail","41.77922453238674","-87.69345644103268"
"67787","SUBWAY STORE  # 25458","SUBWAY","1492724","Restaurant","Risk 1 (High)","1818 W MONTROSE AVE ","CHICAGO","IL","60613","2010-01-07T00:00:00.000","Canvass","Pass w/ Conditions","41.96161297059614","-87.67536186584879"
"67788","Carson (Old)","Carson (Old)","22601","School","Risk 1 (High)","5516 S Maplewood (2532W) AVE ","chicago","IL","60629","2010-01-07T00:00:00.000","Canvass","Pass",,
"67789","MCDONALD'S #6491","MCDONALD'S","2009449","Restaurant","Risk 2 (Medium)","36 W RANDOLPH ST ","CHICAGO","IL","60601","2010-01-07T00:00:00.000","License","Fail","41.88459084697665","-87.62923601171076"
"67790","JEWEL FOOD STORE #3441","JEWEL FOOD STORE #3441","1375","Grocery Store","Risk 1 (High)","2940 N ASHLAND AVE","CHICAGO","IL","60657","2010-01-07T00:00:00.000","Canvass","Fail","41.93547203273165","-87.66865454314257"
"67791","CAFE ORCHID","CAFE ORCHID","1821381","Restaurant","Risk 1 (High)","1746 W ADDISON ST ","CHICAGO","IL","60613","2010-01-07T00:00:00.000","Canvass","Fail","41.947042285717025","-87.67323300405671"
"67792","AFC SUSHI @ JEWEL OSCO # 2940","AFC SUSHI @ JEWEL OSCO # 2940","1516125","Grocery Store","Risk 1 (High)","2940 N ASHLAND AVE ","CHICAGO","IL","60657","2010-01-07T00:00:00.000","Canvass","Pass","41.93547203273165","-87.66865454314257"
"67793","Carson (New)","Carson (New)","70217","School","Risk 1 (High)","2550 W 56th ST ","chicago","IL","60629","2010-01-07T00:00:00.000","Canvass","Pass","41.79206743608172","-87.6884781465796"
"67794","SUPER MERCADO GUADALAJARA","SUPER MERCADO GUADALAJARA","15844","Grocery Store","Risk 1 (High)","2300 S SACRAMENTO AVE ","CHICAGO","IL","60623","2010-01-07T00:00:00.000","Canvass","Pass","41.84992323568431","-87.7004461682493"
"67795","EMPEROR WOK","EMPEROR WOK","1874409","Restaurant","Risk 1 (High)","2910 N ASHLAND AVE ","CHICAGO","IL","60657","2010-01-07T00:00:00.000","Canvass","Pass","41.93456195335931","-87.66862107234444"
"67796","NOODLES PARTY","NOODLES PARTY","1894582","Restaurant","Risk 1 (High)","4205 W LAWRENCE AVE","CHICAGO","IL","60630","2010-01-07T00:00:00.000","SFP/COMPLAINT","Pass","41.96807267241548","-87.73319722399498"
"67797","CHGO LAWN EARLY CHILDHOOD PGR","CHGO LAWN EARLY CHILDHOOD PGR","42583","Daycare (2 - 6 Years)","Risk 1 (High)","3001 W 59TH ST ","CHICAGO","IL","60629","2010-01-07T00:00:00.000","Canvass","Pass","41.78621653306907","-87.69852849375953"
"67798","HALSTED FOODS","HALSTED FOODS","1842450","Grocery Store","Risk 2 (Medium)","3418 S HALSTED ST ","CHICAGO","IL","60608","2010-01-07T00:00:00.000","Short Form Complaint","Pass","41.83214360513917","-87.64628396417302"
"67801","MRS. FIELDS COOKIES","MRS. FIELDS COOKIES","1772150","Bakery","Risk 2 (Medium)","32 E RANDOLPH ST ","CHICAGO","IL","60601","2010-01-07T00:00:00.000","Canvass","Pass","41.88460419998884","-87.62675948736667"
"67812","SCRUB A DUB FULLERTON","SCRUB A DUB FULLERTON","1697483",,"Risk 2 (Medium)","3333 W FULLERTON AVE ","CHICAGO","IL","60647","2010-01-07T00:00:00.000","Canvass","Pass","41.92455395291056","-87.71195340279094"
"67825","LAS TRES CAMPANITAS","LAS TRES CAMPANITAS","1578360","ICE CREAM SHOP","Risk 2 (Medium)","2130 W CERMAK RD ","CHICAGO","IL","60608","2010-01-07T00:00:00.000","Out of Business","Fail","41.852227298970654","-87.67955938478464"
"67830","Target Stores T-942","TARGET/STARBUCKS","38056","Grocery Store","Risk 2 (Medium)","2656 N ELSTON AVE ","CHICAGO","IL","60647","2010-01-07T00:00:00.000","Complaint","Pass","41.929848996596895","-87.684643783527"
"70277","MCDONALD'S","MCDONALD'S","1383391","Restaurant","Risk 2 (Medium)","4550 N CUMBERLAND AVE ","CHICAGO","IL","60656","2010-01-07T00:00:00.000","Canvass","Pass","41.9627679194481","-87.83684032683502"
"70278","MARIA'S MEXICAN RESTURANT","MARIA'S MEXICAN RESTURANT","22926","Restaurant","Risk 1 (High)","9440 W FOSTER AVE ","CHICAGO","IL","60656","2010-01-07T00:00:00.000","Canvass","Fail","41.973400958457454","-87.86302998092812"
"78244","HUCK FINN DONUTS","HUCK FINN DONUTS","3070","Restaurant","Risk 1 (High)","3414 S ARCHER AVE ","CHICAGO","IL","60608","2010-01-07T00:00:00.000","Short Form Complaint","Pass","41.83183073021471","-87.67552719195844"
"78245","TAQUERIA IGUALA","TAQUERIA IGUALA","2013433","Restaurant","Risk 1 (High)","1131 W 18th ST ","CHICAGO","IL","60608","2010-01-07T00:00:00.000","License","Fail","41.85787543651386","-87.65455188352"
"80211","8 EIGHTY EIGHT",,"2009067","Grocery Store","Risk 3 (Low)","1976 W LAWRENCE AVE ","CHICAGO","IL","60640","2010-01-07T00:00:00.000","License Re-Inspection","Fail","41.968866898343286","-87.67911370027275"
"80212","pars-persian store",,"2013828",,"Risk 1 (High)","5252 N clark ST ","CHICAGO","IL","60640","2010-01-07T00:00:00.000","License","Fail","41.97780077031143","-87.6685037350446"
"88207","CHICAGO  MINI  MART",,"2002692","Grocery Store","Risk 3 (Low)","5503 N LINCOLN AVE ","CHICAGO","IL","60625","2010-01-07T00:00:00.000","License","Fail","41.981433144459146","-87.6926507725727"
"88208","LOS PINOS","LOS PINOS","1597137","Restaurant","Risk 1 (High)","3209 W LAWRENCE AVE ","CHICAGO","IL","60625","2010-01-07T00:00:00.000","Complaint","Pass","41.96833532113604","-87.70886984436869"
"96250","PEACHES","PEACHES & PEARS","1593938","Restaurant","Risk 1 (High)","6435-6439 W ARCHER AVE ","CHICAGO","IL","60638","2010-01-07T00:00:00.000","Canvass","Pass","41.79220633093248","-87.78316762851857"
"96251","GIORDANO'S OF MIDWAY","GIORDANO'S OF MIDWAY","1331669","Restaurant","Risk 1 (High)","6314 S CICERO AVE ","CHICAGO","IL","60638","2010-01-07T00:00:00.000","Complaint","Pass","41.77793892159334","-87.74242375780888"
"96252","GORDITAS LA TIA","GORDITAS LA TIA","1943508","Restaurant","Risk 1 (High)","6425 W 63RD ST ","CHICAGO","IL","60638","2010-01-07T00:00:00.000","Canvass","Pass","41.77755027536734","-87.78226491921245"
"98321","7-ELEVEN #33779B","7-ELEVEN","2003664","Grocery Store","Risk 2 (Medium)","2900 W MONTROSE AVE ","CHICAGO","IL","60618","2010-01-07T00:00:00.000","TASK FORCE PACKAGE GOODS 1474","Pass","41.961343153284","-87.70097298218666"
"98322","GIORGIO'S PIZZA","GIORGIO'S PIZZA","1800828","Restaurant","Risk 1 (High)","2800 W IRVING PARK RD ","CHICAGO","IL","60618","2010-01-07T00:00:00.000","Canvass","Pass","41.954083317714684","-87.69830277007019"
"98323","LO'S CHINESE KITCHEN","LO'S CHINESE KITCHEN","42194","Restaurant","Risk 1 (High)","2800 W IRVING PARK RD ","CHICAGO","IL","60618","2010-01-07T00:00:00.000","Canvass","Pass","41.954083317714684","-87.69830277007019"
"98324","BLACK ROCK PUB","THE RUGBY CLUB","33509","Restaurant","Risk 1 (High)","3614 N DAMEN AVE ","CHICAGO","IL","60618","2010-01-07T00:00:00.000","Canvass","Pass","41.94732166015366","-87.67871173244984"
"114260","POTBELLY SANDWICH WORKS","POTBELLY SANDWICH WORKS LLC","1382495","Restaurant","Risk 1 (High)","222 W MERCHANDISE MART PLZ ","CHICAGO","IL","60654","2010-01-07T00:00:00.000","Canvass","Pass","41.8880742810662","-87.63495520292739"
"114261","TOKYO LUNCH BOX","TOKYO LUNCH BOX","1447340","Restaurant","Risk 1 (High)","222 W MERCHANDISE MART PLZ ","CHICAGO","IL","60654","2010-01-07T00:00:00.000","Canvass","Pass","41.8880742810662","-87.63495520292739"
"114262","LAI LAI ORIENTAL EXPRESS","LAI LAI ORIENTAL EXPRESS","23202","Restaurant","Risk 1 (High)","222 W MERCHANDISE MART PLZ ","CHICAGO","IL","60654","2010-01-07T00:00:00.000","Canvass","Pass","41.8880742810662","-87.63495520292739"
"114263","BRAZZAZ LLC","BRAZZAZ","1491998","Restaurant","Risk 1 (High)","539 N DEARBORN ST ","CHICAGO","IL","60610","2010-01-07T00:00:00.000","Canvass","Pass","41.89197721843758","-87.6295167614707"
"118301","HONG KONG MARKET","HONG KONG MARKET","1892499","Grocery Store","Risk 1 (High)","520 W 24TH PL ","CHICAGO","IL","60616","2010-01-07T00:00:00.000","Canvass","Fail","41.848237165925426","-87.64095552751985"
"118302","HONG KONG MARKET","HONG KONG MARKET","2009448","Grocery Store","Risk 3 (Low)","520 W 24TH PL ","CHICAGO","IL","60616","2010-01-07T00:00:00.000","TASK FORCE LIQUOR 1474","Fail","41.848237165925426","-87.64095552751985"
"124258","SIX CORNERS FOOD MARKET","SIX CORNERS FOOD MARKET","2003760","Grocery Store","Risk 3 (Low)","4463 W LAWRENCE AVE ","CHICAGO","IL","60630","2010-01-07T00:00:00.000","License Re-Inspection","Pass","41.96799646825014","-87.74039439776014"
"124261","IRISH AMERICAN HERITAGE CENTER","IRISH AMERICAN HERITAGE CENTER","40543","Restaurant","Risk 1 (High)","4626 N KNOX AVE ","CHICAGO","IL","60630","2010-01-07T00:00:00.000","Canvass","Fail","41.965242580480265","-87.74411673243358"
"134247","Taqueria Teloloapan","Taqueria Teloloapan","1976154","Restaurant","Risk 1 (High)","3641 W FULLERTON AVE ","CHICAGO","IL","60647","2010-01-07T00:00:00.000","Canvass","Fail","41.92447370979499","-87.71866668042674"
"134248","SCRUB A DUB","SCRUB A DUB","51753",,"Risk 2 (Medium)","3333 W FULLERTON AVE ","CHICAGO","IL","60647","2010-01-07T00:00:00.000","Canvass","Pass","41.92455395291056","-87.71195340279094"
"134249","Target Stores T-942","TARGET/STARBUCKS","1579439","Grocery Store","Risk 2 (Medium)","2656 N ELSTON AVE ","CHICAGO","IL","60647","2010-01-07T00:00:00.000","Complaint","Pass","41.929848996596895","-87.684643783527"
"150208","BURGER KING #","BURGER KING","3800","Restaurant","Risk 2 (Medium)","4125 N MILWAUKEE AVE ","CHICAGO","IL","60641","2010-01-07T00:00:00.000","Complaint","Pass","41.95598090917183","-87.75027916232122"
"154223","CHARTWELL'S DINING","BLUE DEMONS DINING HALL","1193131","Restaurant","Risk 1 (High)","2250 N SHEFFIELD AVE","CHICAGO","IL","60614","2010-01-07T00:00:00.000","Canvass","Pass w/ Conditions","41.92323686568482","-87.65368542924351"
"154224","CHARTWELLS","MCGOWAN SOUTH CAFE","1943637","Restaurant","Risk 2 (Medium)","1110 W BELDEN AVE","CHICAGO","IL","60614","2010-01-07T00:00:00.000","Canvass","Pass","41.923618409758596","-87.65645723548145"
"154225","Chartwells","Chartwells","1166638","Catering","Risk 2 (Medium)","2324 N FREMONT ST ","Chicago","IL","60614","2010-01-07T00:00:00.000","Canvass","Pass",,
"158247","DUNKIN DONUTS","DUNKIN DONUTS","1737682","Restaurant","Risk 2 (Medium)","2340 W 52ND ST ","CHICAGO","IL","60609","2010-01-07T00:00:00.000","Complaint","Pass","41.79893753637153","-87.68351638236892"
"158248","GO LO","GO LO","1682383","GAS STATION","Risk 3 (Low)","2340 W 52ND ST ","CHICAGO","IL","60609","2010-01-07T00:00:00.000","Short Form Complaint","Pass w/ Conditions","41.79893753637153","-87.68351638236892"
"164257","TAQUERIA MI LINDO DURANGO, INC","TAQUERIA MI LINDO DURANGO, INC","2008922","Restaurant","Risk 1 (High)","9940 S VINCENNES AVE ","CHICAGO","IL","60643","2010-01-07T00:00:00.000","License","Fail","41.71294669248674","-87.65388977009829"
"164258","LUMES PANCAKE HOUSE","LUMES PANCAKE HOUSE","39623","Restaurant","Risk 1 (High)","11601 S WESTERN AVE ","CHICAGO","IL","60643","2010-01-07T00:00:00.000","Complaint","Fail","41.682671696042505","-87.6807260850454"
"164259","SEE THRU CHINESE KITCHEN","SEE THRU CHINESE KITCHEN","36468","Restaurant","Risk 1 (High)","10939 S WESTERN AVE ","CHICAGO","IL","60643","2010-01-07T00:00:00.000","Short Form Complaint","Pass","41.69422064707933","-87.68108589547474"
"197206","DUNKIN DONUTS","DUNKIN DONUTS","1678255","Restaurant","Risk 2 (Medium)","303 E WACKER DR ","CHICAGO","IL","60601","2010-01-07T00:00:00.000","Canvass","Pass","41.88770537937826","-87.62058814392799"
"48212","EL GRAN BURRITO","EL GRAN BURRITO","40974","Restaurant","Risk 1 (High)","5632 W North AVE ","CHICAGO","IL","60639","2010-01-08T00:00:00.000","Complaint","Pass","41.90947459952888","-87.76676192189315"
"48213","RESTAURANT EL RANCHITO","RESTAURANT EL RANCHITO","1273737","Restaurant","Risk 1 (High)","5959 W GRAND AVE ","CHICAGO","IL","60639","2010-01-08T00:00:00.000","Complaint","Pass","41.92042651834003","-87.77549900214635"
"54219","MONTICELLO FOOD MART, INC","MONTICELLO FOOD MART, INC","2013259","Grocery Store","Risk 2 (Medium)","1000 N MONTICELLO AVE ","CHICAGO","IL","60651","2010-01-08T00:00:00.000","License Re-Inspection","Pass","41.89918622853627","-87.71780427165159"
"58233","SUBWAY","SUBWAY","28635","Restaurant","Risk 1 (High)","1129 N WESTERN AVE ","CHICAGO","IL","60622","2010-01-08T00:00:00.000","Canvass","Fail","41.90204390855024","-87.68685824969803"
"58239","POCKETS","POCKETS","1913960","Restaurant","Risk 2 (Medium)","1001 W NORTH AVE","Chicago","IL","60642","2010-01-08T00:00:00.000","Complaint","Pass","41.910729292099305","-87.65315262189527"
"58241","ABERDEEN","ABERDEEN","1245120","Restaurant","Risk 1 (High)","1856 W NORTH AVE ","CHICAGO","IL","60622","2010-01-08T00:00:00.000","No Entry","Pass","41.91063613478286","-87.67487609462192"
